"","X","Author","Study_Ref","Study_DOI","Exposure","Outcome","Instrument","Reported_Measure","Coeff_G_X","Coeff_G_X_SE","Coeff_G_Y","Coeff_G_Y_SE"
"1236",1236,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs55966194","OR",-0.01785,0.00221245,-0.0402,0.0584
"1237",1237,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs56057635","OR",0.017028,0.00296638,0.0347,0.0817
"1238",1238,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs56242350","OR",-0.04637,0.00701973,0.1034,0.328
"1239",1239,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs56311339","OR",-0.03723,0.00317845,-0.0181,0.0771
"1240",1240,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs563296","OR",0.016475,0.00200224,-0.0282,0.0481
"1241",1241,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs56902258","OR",-0.01514,0.0025129,0.1238,0.0604
"1242",1242,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs56959712","OR",-0.02179,0.00243962,-0.0359,0.0611
"1243",1243,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs5743840","OR",0.037431,0.00636901,-0.3287,0.2856
"1244",1244,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs575623","OR",0.022117,0.00325519,-0.1424,0.0921
"1245",1245,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs58038553","OR",-0.02039,0.00297065,-0.0046,0.0806
"1246",1246,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs581080","OR",0.017543,0.00258442,0.037,0.0679
"1247",1247,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs58542926","OR",-0.10318,0.00378074,0.6008,0.1028
"1248",1248,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs5880","OR",0.040382,0.00434159,0.0403,0.1522
"1249",1249,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs58839393","OR",0.017448,0.00270318,-0.0115,0.065
"1250",1250,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs58895965","OR",0.026745,0.00262051,0.0299,0.067
"1251",1251,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs595767","OR",0.01362,0.00199335,0.0389,0.0479
"1252",1252,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6008191","OR",0.017833,0.00243641,0.1528,0.0669
"1253",1253,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6029125","OR",-0.01817,0.00259978,-0.06,0.0786
"1254",1254,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6068280","OR",0.014001,0.00212981,0.0899,0.0527
"1255",1255,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6073958","OR",0.055695,0.00249344,-0.0273,0.0628
"1256",1256,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6123685","OR",-0.01252,0.00228226,-0.0191,0.0559
"1257",1257,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs612874","OR",0.017932,0.00200123,-0.0959,0.0484
"1258",1258,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61780049","OR",0.015321,0.00279276,0.0072,0.0751
"1259",1259,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61785481","OR",0.011121,0.0020225,0.0302,0.0488
"1260",1260,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs618031","OR",-0.01636,0.00205684,-0.0578,0.0496
"1261",1261,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61821643","OR",0.037388,0.0065763,0.161,0.2657
"1262",1262,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61830291","OR",0.028748,0.00337913,0.049,0.0755
"1263",1263,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61885960","OR",-0.03139,0.0044298,0.0623,0.0853
"1264",1264,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61904855","OR",0.054067,0.00591655,-0.1979,0.1875
"1265",1265,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61907563","OR",-0.0676,0.00552328,-0.0307,0.0992
"1266",1266,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61975915","OR",-0.01203,0.00219827,0.0144,0.0553
"1267",1267,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs61993685","OR",-0.02341,0.00373997,0.0969,0.0875
"1268",1268,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62064941","OR",-0.02908,0.00523486,-0.0528,0.1602
"1269",1269,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62102718","OR",0.020235,0.00220142,0.0225,0.053
"1270",1270,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62119319","OR",0.044949,0.00645599,-0.0032,0.2469
"1271",1271,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62271373","OR",0.041964,0.00426588,0.051,0.118
"1272",1272,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62397245","OR",0.014994,0.00239634,0.0053,0.0556
"1273",1273,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62427982","OR",-0.01332,0.00213196,-0.064,0.0498
"1274",1274,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62463387","OR",0.034381,0.00537378,-0.0039,0.1028
"1275",1275,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62492368","OR",0.014162,0.00216826,-0.0177,0.0506
"1276",1276,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs62565259","OR",-0.0171,0.00266139,0.0359,0.0704
"1277",1277,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6458869","OR",-0.01782,0.00207516,-0.0147,0.0493
"1278",1278,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6465120","OR",-0.01266,0.00198481,-0.0504,0.0491
"1279",1279,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6494391","OR",-0.01873,0.00239891,0.0138,0.0541
"1280",1280,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6506033","OR",-0.02289,0.00383903,0.004,0.0787
"1281",1281,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6517522","OR",-0.0129,0.00199242,-0.094,0.0497
"1282",1282,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6532798","OR",0.013792,0.00216353,-0.0213,0.0523
"1283",1283,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6562773","OR",-0.01205,0.00201057,0.0087,0.0479
"1284",1284,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6572807","OR",0.012476,0.00224899,-0.1256,0.0539
"1285",1285,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6690181","OR",-0.01411,0.0020781,0.0425,0.0487
"1286",1286,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6700266","OR",-0.01245,0.0020932,-0.0299,0.049
"1287",1287,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6708682","OR",0.012806,0.00210756,0.0462,0.053
"1288",1288,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6708784","OR",-0.01291,0.00198433,-0.0203,0.0479
"1289",1289,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs676210","OR",-0.07352,0.00244968,-0.0043,0.0542
"1290",1290,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6792725","OR",-0.01525,0.00221886,0.0214,0.0488
"1291",1291,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs67981690","OR",0.029923,0.00297454,0.1073,0.0611
"1292",1292,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6800707","OR",0.029885,0.00253832,-0.0298,0.081
"1293",1293,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6805924","OR",0.010968,0.00200571,0.0917,0.0484
"1294",1294,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs684773","OR",0.029113,0.00234718,0.1761,0.0666
"1295",1295,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6865870","OR",0.012336,0.0021888,-0.0117,0.0522
"1296",1296,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6882076","OR",0.033101,0.00206122,-0.094,0.0509
"1297",1297,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6913325","OR",-0.011,0.00199701,0.1221,0.0498
"1298",1298,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6924805","OR",-0.01116,0.00201991,0.0222,0.0496
"1299",1299,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs696825","OR",-0.02028,0.00228763,-0.0593,0.0513
"1300",1300,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6968865","OR",0.014969,0.00203344,-0.0286,0.0505
"1301",1301,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6977665","OR",0.013644,0.00202813,0.0791,0.048
"1302",1302,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs698927","OR",-0.01831,0.00256302,0.2061,0.062
"1303",1303,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6995541","OR",0.027562,0.0021906,0.0391,0.0556
"1304",1304,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs6999569","OR",-0.08609,0.00198061,-0.1969,0.048
"1305",1305,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs704","OR",-0.01192,0.00198948,-0.0856,0.0484
"1306",1306,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7077812","OR",0.014228,0.00250611,-0.0408,0.06
"1307",1307,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7090871","OR",-0.01307,0.00202209,-0.0135,0.0497
"1308",1308,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7096101","OR",-0.01325,0.00202373,-0.0448,0.0488
"1309",1309,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7104819","OR",0.011335,0.00201985,-0.0427,0.0488
"1310",1310,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7140110","OR",0.028317,0.00217811,-0.0341,0.0536
"1311",1311,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs71473777","OR",0.018706,0.00307506,-0.0357,0.074
"1312",1312,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs71538127","OR",0.017649,0.00303718,-0.0384,0.081
"1313",1313,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs71603401","OR",0.026499,0.00291753,0.2002,0.0891
"1314",1314,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7210745","OR",0.022218,0.00369142,-0.077,0.1155
"1315",1315,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7215055","OR",0.038923,0.00410062,-0.0061,0.0886
"1316",1316,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7239575","OR",-0.01608,0.00199133,0.0229,0.0479
"1317",1317,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7244","OR",0.015198,0.00261808,-0.0593,0.0631
"1318",1318,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7249669","OR",0.029944,0.00537818,-0.1236,0.1462
"1319",1319,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7260465","OR",-0.01584,0.0022754,0.0479,0.0541
"1320",1320,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs72669514","OR",0.037543,0.0046468,0.1363,0.1133
"1321",1321,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs72691637","OR",-0.01543,0.00256576,-0.0408,0.058
"1322",1322,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7274718","OR",0.015949,0.00202919,-0.0098,0.0486
"1323",1323,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs72801474","OR",-0.03079,0.00344154,0.0892,0.1035
"1324",1324,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs72836567","OR",0.025842,0.00271408,-0.0055,0.0613
"1325",1325,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs72904737","OR",-0.02715,0.00351798,0.0965,0.1035
"1326",1326,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs729761","OR",0.017787,0.00221435,0.0298,0.0526
"1327",1327,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs73190070","OR",0.015146,0.00258326,-0.0678,0.0614
"1328",1328,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs73210895","OR",-0.01901,0.00204769,0.0117,0.0502
"1329",1329,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs73221948","OR",0.017224,0.00226894,0.1451,0.0561
"1330",1330,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs73243877","OR",0.028812,0.00265556,0.0298,0.0687
"1331",1331,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs733760","OR",-0.01313,0.00200802,0.0493,0.0481
"1332",1332,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs742036","OR",-0.01436,0.00205112,-0.0289,0.0505
"1333",1333,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7424120","OR",-0.01236,0.00203065,-0.0765,0.0487
"1334",1334,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs74662600","OR",0.083072,0.00816751,0.0559,0.1186
"1335",1335,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs74897213","OR",0.026481,0.0045997,0.4447,0.1369
"1336",1336,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75033071","OR",0.064335,0.00789678,-0.0576,0.3115
"1337",1337,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75164422","OR",-0.0323,0.00588456,0.0617,0.1453
"1338",1338,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75268115","OR",-0.02074,0.0035798,0.1424,0.082
"1339",1339,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75398587","OR",-0.0252,0.00393435,0.2287,0.1238
"1340",1340,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75609851","OR",-0.19912,0.0100401,-0.0556,0.2151
"1341",1341,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75612388","OR",-0.03442,0.00603882,-0.1145,0.1078
"1342",1342,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75679663","OR",-0.07472,0.0108045,-0.0754,0.145
"1343",1343,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7588724","OR",-0.01174,0.00209824,0.0189,0.0485
"1344",1344,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75919952","OR",-0.09702,0.00456283,-0.0886,0.1233
"1345",1345,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7596814","OR",-0.01275,0.00217984,0.0096,0.0604
"1346",1346,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs75999908","OR",0.024068,0.00341552,-0.0131,0.0885
"1347",1347,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7600413","OR",-0.01415,0.00200033,-0.0424,0.0479
"1348",1348,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs76172517","OR",-0.01778,0.0031513,-0.1147,0.0872
"1349",1349,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs76376430","OR",-0.01993,0.00281025,-0.026,0.0786
"1350",1350,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs76814754","OR",-0.04591,0.00703261,0.1012,0.2148
"1351",1351,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs76862947","OR",0.01276,0.00218606,0.0415,0.0534
"1352",1352,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs76884843","OR",-0.04799,0.00871833,-0.2422,0.2
"1353",1353,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77009508","OR",0.045091,0.00379997,-0.2005,0.0996
"1354",1354,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7704653","OR",0.015753,0.00224582,0.0606,0.0559
"1355",1355,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77053629","OR",-0.0278,0.00454035,-0.1637,0.1309
"1356",1356,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7714361","OR",0.013886,0.00236622,-0.0448,0.054
"1357",1357,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77244849","OR",-0.01437,0.00214771,-0.0628,0.0547
"1358",1358,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7735249","OR",0.026864,0.00315997,0.0988,0.0734
"1359",1359,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs775633","OR",-0.01228,0.00210125,-0.0879,0.0488
"1360",1360,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77631110","OR",0.052324,0.00806548,0.0951,0.3552
"1361",1361,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77638431","OR",0.016694,0.00248724,0.1102,0.0577
"1362",1362,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77675968","OR",0.05379,0.0055841,0.0572,0.1127
"1363",1363,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs77824033","OR",-0.03008,0.00530851,0.0565,0.14
"1364",1364,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7786102","OR",-0.02837,0.00220088,-0.011,0.0521
"1365",1365,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs78025076","OR",0.048852,0.00704119,-0.1952,0.2548
"1366",1366,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs78034258","OR",-0.02289,0.00390738,0.1001,0.1065
"1367",1367,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs78058190","OR",0.081607,0.00510649,0.0921,0.0879
"1368",1368,"Xie et al","@xie_associations_2023","NAs imputed - min values","T2DM","NAFLD","rs7826687","OR",0.029257,0.00218896,0.179,0.0539
